Article list3,Article list4,TypeCategory,TypeCarrier,TypeService
ИНТЕРНЕТ-ТОРГОВЛЯ; СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА; СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ (РАЗНОЕ),E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ; СТРОИТЕЛЬНЫЕ МАТЕРИАЛЫ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА; УТЕПЛИТЕЛИ,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА; МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТЕЛЬСТВА И РЕМОНТА,E-commerce,Desktop,DIY
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,Media
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ДЕТСКИХ ТОВАРОВ; МАГАЗИНЫ ДЕТСКИХ ТОВАРОВ,E-commerce,Desktop,Kids
ИНТЕРНЕТ-ТОРГОВЛЯ; ПРЕДМЕТЫ ДЕТСКОЙ ГИГИЕНЫ,ИНТЕРНЕТ-МАГАЗИНЫ ДЕТСКИХ ТОВАРОВ; ПОДГУЗНИКИ,E-commerce,Desktop,Kids
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-СУПЕРМАРКЕТЫ,E-commerce,Desktop,Food
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ПРОМЫШЛЕННОГО ОБОРУДОВАНИЯ,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ; КЛИМАТСИСТЕМЫ,ИНТЕРНЕТ-МАГАЗИНЫ ПРОМЫШЛЕННОГО ОБОРУДОВАНИЯ; КОНДИЦИОНЕРЫ,E-commerce,Desktop,DIY
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ; РЕСУРСЫ В ИНТЕРНЕТ,МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ; ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,App,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ПОДАРКОВ,E-commerce,Desktop,Gifts
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ДЕТСКИХ ТОВАРОВ,E-commerce,Desktop,Kids
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ АВТОЗАПЧАСТЕЙ,E-commerce,Desktop,Auto
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,ads_Exclude,Desktop,ads_Exclude
ИНТЕРНЕТ-ТОРГОВЛЯ; ОДЕЖДА; ТОРГОВЫЕ ОРГАНИЗАЦИИ,"БУТИКИ, МАГАЗИНЫ FASHION ТОВАРОВ; ИНТЕРНЕТ-БУТИКИ, МАГАЗИНЫ FASHION ТОВАРОВ; МУЖСКАЯ ОДЕЖДА",E-commerce,Desktop,Fashion
ИНТЕРНЕТ-ТОРГОВЛЯ; ОДЕЖДА И ОБУВЬ (РАЗНОЕ); ПАРФЮМЕРИЯ ДЛЯ МУЖЧИН; ТОРГОВЫЕ ОРГАНИЗАЦИИ; ЮВЕЛИРНЫЕ ИЗДЕЛИЯ,"БУТИКИ, МАГАЗИНЫ FASHION ТОВАРОВ; ИНТЕРНЕТ-БУТИКИ, МАГАЗИНЫ FASHION ТОВАРОВ; ОДЕЖДА И ОБУВЬ (РАЗНОЕ); ПАРФЮМ ДЛЯ МУЖЧИН; ЮВЕЛИРНЫЕ УКРАШЕНИЯ",E-commerce,Desktop,Fashion
АКСЕССУАРЫ ДЛЯ ОДЕЖДЫ; ИНТЕРНЕТ-ТОРГОВЛЯ; ОДЕЖДА; ТОРГОВЫЕ ОРГАНИЗАЦИИ; ЮВЕЛИРНЫЕ ИЗДЕЛИЯ,"АКСЕССУАРЫ ДЛЯ ОДЕЖДЫ (РАЗНОЕ); БУТИКИ, МАГАЗИНЫ FASHION ТОВАРОВ; ИНТЕРНЕТ-БУТИКИ, МАГАЗИНЫ FASHION ТОВАРОВ; МУЖСКАЯ ОДЕЖДА; ЮВЕЛИРНЫЕ УКРАШЕНИЯ",E-commerce,Desktop,Fashion
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ КНИЖНЫЕ; МАГАЗИНЫ КНИЖНЫЕ,E-commerce,Desktop,Books
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ; УСЛУГИ ПО ТУРИЗМУ И ОТДЫХУ,ИНТЕРНЕТ-МАГАЗИНЫ КНИЖНЫЕ; МАГАЗИНЫ КНИЖНЫЕ; УСЛУГИ ТУРАГЕНТСТВ,E-commerce,Desktop,Books
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ АВТОЗАПЧАСТЕЙ,E-commerce,Desktop,Auto
ИНТЕРНЕТ-ТОРГОВЛЯ; САДОВАЯ ТЕХНИКА,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА; МОТОКУЛЬТИВАТОРЫ,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ; СТРОИТЕЛЬНЫЕ ИНСТРУМЕНТЫ И ОБОРУДОВАНИЕ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА; МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТЕЛЬСТВА И РЕМОНТА; СВАРОЧНОЕ ОБОРУДОВАНИЕ,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА; МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТЕЛЬСТВА И РЕМОНТА,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА; МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТЕЛЬСТВА И РЕМОНТА,E-commerce,Desktop,DIY
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ; УСЛУГИ ПО ПРОКАТУ,ПРОКАТ АВТОМОБИЛЕЙ; ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,Services,Desktop,DIY
УСЛУГИ ПРОЧИЕ БЫТОВЫЕ,УСЛУГИ СПРАВОЧНО-ИНФОРМАЦИОННОЙ СЛУЖБЫ,ads_Exclude,ads_Exclude,ads_Exclude
РЕСУРСЫ В ИНТЕРНЕТ; УСЛУГИ В СИСТЕМЕ ОБРАЗОВАНИЯ,WEB-САЙТ; СЕМИНАРЫ И ТРЕНИНГИ,Portals,Desktop,Media
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,Media
ПЕЧАТНЫЕ ИЗДАНИЯ И ПРОЧАЯ ПОЛИГРАФИЯ; РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ; ЖУРНАЛЫ,Portals,Desktop,Media
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,Media
УСЛУГИ ПО ТУРИЗМУ И ОТДЫХУ,ОНЛАЙН-ПРОДАЖА ТУРИСТИЧЕСКИХ УСЛУГ,Services,Desktop,Travel
РЕСУРСЫ В ИНТЕРНЕТ,МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ,Services,App,Medicine
ПРИГЛАШЕНИЕ К СОТРУДНИЧЕСТВУ; РЕСУРСЫ В ИНТЕРНЕТ,МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ; ФРАНЧАЙЗИНГ И КОММЕРЧЕСКОЕ РАЗВИТИЕ,Portals,App,Business
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-СУПЕРМАРКЕТЫ,E-commerce,Desktop,Food
РЕСУРСЫ В ИНТЕРНЕТ; УСЛУГИ СОТОВОЙ СВЯЗИ,МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ; УСЛУГИ СОТОВОЙ СВЯЗИ (РАЗНОЕ),Services,App,Social Network
РЕСУРСЫ В ИНТЕРНЕТ; УСЛУГИ СОТОВОЙ СВЯЗИ,МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ; МОБИЛЬНЫЙ ИНТЕРНЕТ; ТАРИФНЫЙ ПЛАН СОТОВОЙ СВЯЗИ; УСЛУГИ СОТОВОЙ СВЯЗИ (РАЗНОЕ),Services,App,Social Network
ИНТЕРНЕТ-ТОРГОВЛЯ; ОБОРУДОВАНИЕ ДЛЯ СОТОВОЙ СВЯЗИ; ТОРГОВЫЕ ОРГАНИЗАЦИИ; УСЛУГИ СОТОВОЙ СВЯЗИ,ИНТЕРНЕТ-МАГАЗИНЫ СРЕДСТВ СВЯЗИ; САЛОНЫ СВЯЗИ; СМАРТФОНЫ; УСЛУГИ СОТОВОЙ СВЯЗИ (РАЗНОЕ),E-commerce,Desktop,Telecom
ИНТЕРНЕТ-ТОРГОВЛЯ; ОБОРУДОВАНИЕ ДЛЯ СОТОВОЙ СВЯЗИ; ТОРГОВЫЕ ОРГАНИЗАЦИИ; УСЛУГИ СОТОВОЙ СВЯЗИ,ИНТЕРНЕТ-МАГАЗИНЫ СРЕДСТВ СВЯЗИ; САЛОНЫ СВЯЗИ; СМАРТФОНЫ; УСЛУГИ СОТОВОЙ СВЯЗИ (РАЗНОЕ),E-commerce,Desktop,Telecom
ИНТЕРНЕТ-ТОРГОВЛЯ; КОМПЬЮТЕРНЫЕ КОМПЛЕКТУЮЩИЕ; УСЛУГИ СОТОВОЙ СВЯЗИ,ИНТЕРНЕТ-МАГАЗИНЫ СРЕДСТВ СВЯЗИ; МОБИЛЬНЫЙ ИНТЕРНЕТ; СЕТЕВОЕ ОБОРУДОВАНИЕ; УСЛУГИ СОТОВОЙ СВЯЗИ (РАЗНОЕ),E-commerce,Desktop,Telecom
ОБОРУДОВАНИЕ ДЛЯ СОТОВОЙ СВЯЗИ; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО); УСЛУГИ СОТОВОЙ СВЯЗИ,МОБИЛЬНЫЙ ИНТЕРНЕТ; ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ ДЛЯ МОБИЛЬНЫХ УСТРОЙСТВ; СМАРТФОНЫ; УСЛУГИ СОТОВОЙ СВЯЗИ (РАЗНОЕ),Services,App,Telecom
ПРОГРАММНЫЕ ПРОДУКТЫ (ПО); УСЛУГИ СОТОВОЙ СВЯЗИ,ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ ДЛЯ МОБИЛЬНЫХ УСТРОЙСТВ; УСЛУГИ СОТОВОЙ СВЯЗИ (РАЗНОЕ),Services,App,TV
УСЛУГИ ПРОЧИЕ БЫТОВЫЕ,УСЛУГИ СПРАВОЧНО-ИНФОРМАЦИОННОЙ СЛУЖБЫ,E-commerce,Desktop,Telecom
УСЛУГИ ПО ТУРИЗМУ И ОТДЫХУ,ОНЛАЙН-ПРОДАЖА ТУРИСТИЧЕСКИХ УСЛУГ,Services,Desktop,Travel
ПРИВЛЕЧЕНИЕ СРЕДСТВ; РАСЧЕТНО-КАССОВОЕ ОБСЛУЖИВАНИЕ; УСЛУГИ УПРАВЛЕНИЯ ФИНАНСАМИ,ВКЛАДЫ; ИНТЕРНЕТ-БАНКИНГ; УСЛУГИ БАНКОВ,Banks,Desktop,Banking
РАСЧЕТНО-КАССОВОЕ ОБСЛУЖИВАНИЕ; СРЕДСТВА ПЛАТЕЖА; УСЛУГИ УПРАВЛЕНИЯ ФИНАНСАМИ,БАНКОВСКИЕ КАРТЫ; ИНТЕРНЕТ-БАНКИНГ; УСЛУГИ БАНКОВ,Banks,Desktop,Banking
ПРИВЛЕЧЕНИЕ СРЕДСТВ; РАСЧЕТНО-КАССОВОЕ ОБСЛУЖИВАНИЕ; УСЛУГИ УПРАВЛЕНИЯ ФИНАНСАМИ,ВКЛАДЫ; ИНТЕРНЕТ-БАНКИНГ; УСЛУГИ БАНКОВ,Banks,Desktop,Banking
РАСЧЕТНО-КАССОВОЕ ОБСЛУЖИВАНИЕ; УСЛУГИ УПРАВЛЕНИЯ ФИНАНСАМИ,ИНТЕРНЕТ-БАНКИНГ; УСЛУГИ БАНКОВ,Banks,Desktop,Banking
РАСЧЕТНО-КАССОВОЕ ОБСЛУЖИВАНИЕ; УСЛУГИ УПРАВЛЕНИЯ ФИНАНСАМИ,ИНТЕРНЕТ-БАНКИНГ; ПРИЕМ КОММУНАЛЬНЫХ ПЛАТЕЖЕЙ; УСЛУГИ БАНКОВ,Banks,Desktop,Banking
ПРИВЛЕЧЕНИЕ СРЕДСТВ; РАСЧЕТНО-КАССОВОЕ ОБСЛУЖИВАНИЕ; УСЛУГИ УПРАВЛЕНИЯ ФИНАНСАМИ,ВКЛАДЫ; ИНТЕРНЕТ-БАНКИНГ; УСЛУГИ БАНКОВ,Banks,Desktop,Banking
ИНТЕРНЕТ-ТОРГОВЛЯ; МАССОВЫЕ ЗРЕЛИЩА,ИНТЕРНЕТ-МАГАЗИНЫ ГАЛАНТЕРЕИ И ТЕКСТИЛЯ; ФЕСТИВАЛИ,E-commerce,Desktop,Fashion
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ГАЛАНТЕРЕИ И ТЕКСТИЛЯ,E-commerce,Desktop,Fashion
ИНТЕРНЕТ-ТОРГОВЛЯ; ПРОТИВОИНФЕКЦИОННЫЕ СРЕДСТВА,ИНТЕРНЕТ-АПТЕКИ И ОПТИКИ; СРЕДСТВА ДЛЯ ЛЕЧЕНИЯ ОЖОГОВ И РАН,E-commerce,Desktop,Medicine
ИНТЕРНЕТ-ТОРГОВЛЯ; МЕДИЦИНСКИЕ МАТЕРИАЛЫ,ИНТЕРНЕТ-АПТЕКИ И ОПТИКИ; ПЕРЕВЯЗОЧНЫЕ МАТЕРИАЛЫ,E-commerce,Desktop,Medicine
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Classifieds,Desktop,c2c
УСЛУГИ ПРОЧИЕ БЫТОВЫЕ,УСЛУГИ СПРАВОЧНО-ИНФОРМАЦИОННОЙ СЛУЖБЫ,Portals,Desktop,Legal
УСЛУГИ ПРОЧИЕ БЫТОВЫЕ,УСЛУГИ СПРАВОЧНО-ИНФОРМАЦИОННОЙ СЛУЖБЫ,Portals,Desktop,Legal
ИНТЕРНЕТ-ТОРГОВЛЯ,"ИНТЕРНЕТ-БУТИКИ, МАГАЗИНЫ FASHION ТОВАРОВ",E-commerce,Desktop,Fashion
УСЛУГИ ПО ТУРИЗМУ И ОТДЫХУ,ОНЛАЙН-ПРОДАЖА ТУРИСТИЧЕСКИХ УСЛУГ,Services,Desktop,Travel
УСЛУГИ ЧЕРЕЗ ИНТЕРНЕТ,ИНФОРМАЦИОННЫЕ УСЛУГИ ЧЕРЕЗ ИНТЕРНЕТ,Portals,Desktop,Media
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,Entertainment
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ПОДАРКОВ,E-commerce,Desktop,Flowers
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ,E-commerce,Desktop,Coupons
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-СУПЕРМАРКЕТЫ,E-commerce,Desktop,Food
ИНТЕРНЕТ-ТОРГОВЛЯ; МЯСО И ПТИЦА,ИНТЕРНЕТ-СУПЕРМАРКЕТЫ; МЯСО И ПТИЦА (РАЗНОЕ),E-commerce,Desktop,Food
ИНТЕРНЕТ-ТОРГОВЛЯ; МЯСО И ПТИЦА,ИНТЕРНЕТ-СУПЕРМАРКЕТЫ; МЯСО-КОЛБАСНЫЕ ИЗДЕЛИЯ; МЯСО И ПТИЦА (РАЗНОЕ),E-commerce,Desktop,Food
ИНТЕРНЕТ-ТОРГОВЛЯ; МЯСО И ПТИЦА,ИНТЕРНЕТ-СУПЕРМАРКЕТЫ; МЯСО-КОЛБАСНЫЕ ИЗДЕЛИЯ; СОСИСКИ,E-commerce,Desktop,Food
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,Media
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОВАРЫ ДЛЯ ОРГАНИЗАЦ. ПРАЗДНИКОВ (РАЗНОЕ); ТОРГОВЫЕ ОРГАНИЗАЦИИ,"ИНТЕРНЕТ-МАГАЗИНЫ ПОДАРКОВ; МАГАЗИНЫ ПОДАРКОВ; ХЛОПУШКИ, ФЕЙЕРВЕРКИ",E-commerce,Desktop,Gifts
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ,E-commerce,Desktop,Tech
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Classifieds,Desktop,Real estate
ПЕЧАТНЫЕ ИЗДАНИЯ И ПРОЧАЯ ПОЛИГРАФИЯ; РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ; ГАЗЕТЫ,Classifieds,Desktop,Real estate
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Classifieds,Desktop,Real estate
ПЕЧАТНЫЕ ИЗДАНИЯ И ПРОЧАЯ ПОЛИГРАФИЯ; РЕСУРСЫ В ИНТЕРНЕТ; УСЛУГИ В СИСТЕМЕ ОБРАЗОВАНИЯ,WEB-САЙТ; ГАЗЕТЫ; СЕМИНАРЫ И ТРЕНИНГИ,Services,Desktop,Business
ПЕЧАТНЫЕ ИЗДАНИЯ И ПРОЧАЯ ПОЛИГРАФИЯ; РЕСУРСЫ В ИНТЕРНЕТ; УСЛУГИ В СИСТЕМЕ ОБРАЗОВАНИЯ,WEB-САЙТ; ГАЗЕТЫ; СЕМИНАРЫ И ТРЕНИНГИ,Services,Desktop,Business
ПЕЧАТНЫЕ ИЗДАНИЯ И ПРОЧАЯ ПОЛИГРАФИЯ; РЕСУРСЫ В ИНТЕРНЕТ; УСЛУГИ В СИСТЕМЕ ОБРАЗОВАНИЯ,WEB-САЙТ; ГАЗЕТЫ; СЕМИНАРЫ И ТРЕНИНГИ,Services,Desktop,Business
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЦВЕТОВ И ТОВ. ДЛЯ САДА И ОГОРОДА,E-commerce,Desktop,Garden
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-СУПЕРМАРКЕТЫ,E-commerce,Desktop,Food
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-СУПЕРМАРКЕТЫ; СУПЕРМАРКЕТЫ,E-commerce,Desktop,Food
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,ads_Exclude,Desktop,ads_Exclude
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЦВЕТОВ И ТОВ. ДЛЯ САДА И ОГОРОДА,E-commerce,Desktop,Garden
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЦВЕТОВ И ТОВ. ДЛЯ САДА И ОГОРОДА,E-commerce,Desktop,Flowers
ИНТЕРНЕТ-ТОРГОВЛЯ; ОДЕЖДА,ИНТЕРНЕТ-МАГАЗИНЫ МЕХОВ И КОЖАНОЙ ОДЕЖДЫ; МЕХОВЫЕ ИЗДЕЛИЯ И ДУБЛЕНКИ,E-commerce,Desktop,Fashion
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Classifieds,Desktop,c2c
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
УСЛУГИ ПО ПРОВЕДЕНИЮ ДОСУГА,КАЗИНО,ads_Exclude,ads_Exclude,ads_Exclude
РЕСУРСЫ В ИНТЕРНЕТ; ТОРГОВО-ФИНАНСОВЫЕ УСЛУГИ,WEB-САЙТ; УСЛУГИ БРОКЕРСКИЕ,Services,Desktop,Banking
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ; ЮВЕЛИРНЫЕ ИЗДЕЛИЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЮВЕЛИРНЫХ ИЗДЕЛИЙ; МАГАЗИНЫ ЮВЕЛИРНЫХ ИЗДЕЛИЙ; ЮВЕЛИРНЫЕ УКРАШЕНИЯ,E-commerce,Desktop,Jewelry
УСЛУГИ ПРОЧИЕ БЫТОВЫЕ,УСЛУГИ СПРАВОЧНО-ИНФОРМАЦИОННОЙ СЛУЖБЫ,Portals,Desktop,Legal
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,News
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,TV
ПРОГРАММНЫЕ ПРОДУКТЫ (ПО); ТЕЛЕВИДЕНИЕ,ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ ДЛЯ МОБИЛЬНЫХ УСТРОЙСТВ; ТЕЛЕКОМПАНИИ И ТЕЛЕКАНАЛЫ,Portals,App,TV
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЦВЕТОВ И ТОВ. ДЛЯ САДА И ОГОРОДА,E-commerce,Desktop,Flowers
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЦВЕТОВ И ТОВ. ДЛЯ САДА И ОГОРОДА,E-commerce,Desktop,Flowers
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ЦВЕТОВ И ТОВ. ДЛЯ САДА И ОГОРОДА; МАГАЗИНЫ ЦВЕТОВ И ТОВАРОВ ДЛЯ САДА И ОГОРОДА,E-commerce,Desktop,Flowers
УСЛУГИ ПО ПРОВЕДЕНИЮ ДОСУГА,УСЛУГИ БУКМЕКЕРСКИЕ,Bets,Desktop,Betting
УСЛУГИ ПО ПРОВЕДЕНИЮ ДОСУГА,УСЛУГИ БУКМЕКЕРСКИЕ,Bets,Desktop,Betting
ИНТЕРНЕТ-ТОРГОВЛЯ; ОДЕЖДА; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ДЕТСКИХ ТОВАРОВ; КОЛГОТКИ; МАГАЗИНЫ ДЕТСКИХ ТОВАРОВ,E-commerce,Desktop,Kids
ИНТЕРНЕТ-ТОРГОВЛЯ; КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,ИНТЕРНЕТ-МАГАЗИНЫ; ПОСУДА ДЛЯ ПРИГОТОВЛЕНИЯ ПИЩИ,E-commerce,Desktop,Home
ИНТЕРНЕТ-ТОРГОВЛЯ; КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,ИНТЕРНЕТ-МАГАЗИНЫ; ПОСУДА ДЛЯ ПРИГОТОВЛЕНИЯ ПИЩИ,E-commerce,Desktop,Home
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ КАНЦЕЛЯРСКИХ ТОВАРОВ,E-commerce,Desktop,Goods
ИНТЕРНЕТ-ТОРГОВЛЯ; КАНЦЕЛЯРСКИЕ ТОВАРЫ,БУМАГА; ИНТЕРНЕТ-МАГАЗИНЫ КАНЦЕЛЯРСКИХ ТОВАРОВ,E-commerce,Desktop,Goods
ИНТЕРНЕТ-ТОРГОВЛЯ; КОСВЕННАЯ РЕКЛАМА; ОБОРУДОВАНИЕ ДЛЯ СОТОВОЙ СВЯЗИ,ИНТЕРНЕТ-МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ; КОСВЕННАЯ РЕКЛАМА; СМАРТФОНЫ,E-commerce,Desktop,Tech
ПРОДУКЦИЯ ПРЕДПР. БЫСТР. ОБСЛ. (FAST FOOD); РЕСУРСЫ В ИНТЕРНЕТ; УСЛУГИ РЕСТОРАНОВ И КАФЕ,ЗАКУСОЧНЫЕ БЫСТРОГО ОБСЛУЖИВАНИЯ; МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ; ПРО-ЦИЯ ПРЕДПР. БЫСТР. ОБСЛ. (FAST FOOD) (РАЗНОЕ); СЭНДВИЧИ,E-commerce,App,Food
ИНТЕРНЕТ-ТОРГОВЛЯ; КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,АКСЕССУАРЫ ДЛЯ КУХНИ; ИНТЕРНЕТ-МАГАЗИНЫ ПОСУДЫ И ХОЗ. ПРИНАДЛЕЖНОСТЕЙ,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ; КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,АКСЕССУАРЫ ДЛЯ КУХНИ; ИНТЕРНЕТ-МАГАЗИНЫ ДЕТСКИХ ТОВАРОВ,E-commerce,Desktop,Kids
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОВАРЫ ДЛЯ ДЕТЕЙ (РАЗНОЕ),ИНТЕРНЕТ-МАГАЗИНЫ ДЕТСКИХ ТОВАРОВ; ТОВАРЫ ДЛЯ ДЕТЕЙ (РАЗНОЕ),E-commerce,Desktop,Kids
